Well Name,Stage #,Stage Time hrs,Total Stage Proppant,Total Stage Volume bbl,Avg Stage Pressure,Avg Stage Rate,Max Stage Pressure,Max Stage Rate bpm,Avg HHP
XOM.Nq.BdC-47(h),4,1.783333333,832600,16737.40476,10761,94,11179,96,24786.4249
XOM.Nq.BdC-47(h),44,1.5,404400,6692.380952,10216,99,11023,105,24782.74933
XOM.Nq.BdC-50(h),27,1.433333333,416300,7020.690476,10426,97,10976,101,24781.23009
YPF LCav-98,47,1.6,535900,8986.285714,9650,104.8,10532,106,24781.18108
SHE.Nq.SB-1034(h),52,1.65,407800,7853.571429,10855,93.16,11293,96,24779.50992
YPF Lach-202,24,1.65,607500,8471.071429,10622,95.2,10981,101,24778.59348
XOM.Nq.BdC-47(h),39,1.55,416200,6903.119048,10112,100,11007,102,24778.24063
YPF Lach-205,17,1.816666667,541500,9208.452381,10317,98,20583,100,24774.95712
"YPF RDMN-214(H),RINCON DEL MANG",27,1.933333333,484400,9787.190476,10868,93,11250,96,24766.57682
YPF Lach-203,46,1.533333333,515200,8618.690476,9589,105.4,10175,106,24765.51335
SHE.Nq.SB-1036(h),61,1.516666667,532600,7993.97619,10589,95.44,11067,96,24763.88532
SHE.Nq.SB-1041(h),38,1.566666667,5350,7720.119048,10866,93,11053,96,24762.01911
YPF LCav-100,10,1.666666667,518200,8903.166667,10102,100,10946,102,24753.73683
YPF LCav-101,39,1.583333333,529000,8458.119048,10000,101,10260,103,24748.83607
YPF LCav-101,31,1.55,527800,8338.928571,9805,103,10605,104,24746.75325
SHE.Nq.SB-1033(h),46,1.916666667,535500,7426.261905,10911,92.55,11176,96.8,24744.25508
YPF LCav-99,42,1.6,520500,8488.666667,10200,99,10950,102,24743.93531
YPF LCav-100,44,1.533333333,529500,8523.47619,9800,103,10120,105,24734.13379
YPF LCav-101,40,1.516666667,525800,8183.357143,9800,103,10625,106,24734.13379
YPF RDMN-80,30,2.466666667,530900,11466.09524,10737,94,11071,98,24731.14433
SHE.Nq.SB-1036(h),56,1.883333333,535100,8143.261905,10706,94.26,11226,96,24727.94805
XOM.Nq.BdC-48(h),45,1.5,416400,6963.47619,10091,100,11300,105,24726.78265
YPF LCav-99,31,1.65,532500,8552.952381,10091,100,10750,102,24726.78265
SHE.Nq.SB-1042(h),32,1.55,527800,7611.47619,10983,91.87,11172,93.56,24724.53345
SHE.Nq.SB-1036(h),40,1.633333333,534600,7900.52381,10665,94.58,11028,96,24716.87577
SHE.Nq.SB-1041(h),34,1.666666667,528500,8159.857143,10964,92,11080,92.9,24716.68709
SHE.Nq.SB-1016(h),34,1.816666667,531500,8104.333333,10729,94,11284,96,24712.71747
SHE.Nq.SB-1042(h),39,1.666666667,538900,8295.333333,10502,96,11110,96,24704.5332
SHE.Nq.SB-1041(h),33,1.733333333,511200,8164.333333,10875,92.7,11330,95,24702.58515
YPF RDMN-83,20,2.366666667,520500,12070.04762,10724,94,11235,100,24701.20069
XOM.Nq.BdC-46(h),30,1.6,416200,6924.02381,10500,96,11026,102,24699.82847
YPF.Nq.EOr-117(h),22,1.633333333,530600,8751.547619,10140,99.4,11345,100.2,24697.77015
XOM.Nq.BdC-46(h),26,1.45,416300,7005.214286,10442,96.5,10878,103.3,24691.32566
XOM.Nq.BdC-50(h),15,1.7,656600,14199.90476,10834,93,11517,101,24689.09581
SHE.Nq.SB-1041(h),42,1.566666667,534300,7626,10495,96,10950,96,24688.06665
XOM.Nq.BdC-48(h),28,1.433333333,416300,7079.952381,10495,96,11285,101,24688.06665
XOM.Nq.BdC-50(h),29,1.5,248800,6133.380952,10950,92,11702,101,24685.12619
SHE.Nq.SB-1041(h),35,1.55,533500,7618.47619,10498,95.91,10997,96,24671.97207
XOM.Nq.BdC-47(h),30,1.383333333,416300,7063,10710,94,11727,102,24668.95369
YPF RDMN-80,38,2.55,538900,13319.28571,10241,98.3,10790,103,24667.73585
XOM.Nq.BdC-45(h),13,1.75,832700,16308.80952,10707,94,11134,101,24662.04362
YPF Lach-205,45,1.566666667,520500,8769.857143,9566,105.2,9721,106.2,24659.23058
XOM.Nq.BdC-46(h),20,1.416666667,416200,7213.904762,10373,97,11104,101,24655.25606
SHE.Nq.SB-1043(h),25,1.583333333,531100,7459.97619,10991,91.5,11110,92.8,24642.8939
XOM.Nq.BdC-45(h),40,1.483333333,404600,6966.738095,10584,95,11809,105,24638.0789
YPF Lach-202,32,1.5,597300,8537.595238,9714,103.5,10500,105.7,24636.09409
XOM.Nq.BdC-46(h),37,1.533333333,416400,6759.809524,10053,100,11696,105,24633.66822
XOM.Nq.BdC-50(h),45,1.4,416400,7183.809524,10153,99,11211,100,24629.91914
YPF LCav-101,22,1.566666667,534900,8477.714286,10047,100,10546,105,24618.96594
YPF RDMN-80,28,2.45,542700,12959.92857,10551,95.2,11172,98,24612.96741
XOM.Nq.BdC-50(h),30,1.45,416300,6574.761905,10463,96,11230,101,24612.79098
YPF LCav-98,38,1.45,533100,7975.928571,9944,101,11040,103,24610.24259
YPF LCav-99,45,1.616666667,536700,8672,9942,101,10372,103,24605.29282
XOM.Nq.BdC-50(h),25,1.55,416300,7522.571429,10481,95.8,11025,98.1,24603.76868
SHE.Nq.SB-1041(h),25,1.683333333,535700,7861.52381,11056,90.79,11498,94.19,24596.2813
SHE.Nq.SB-1041(h),26,1.633333333,528900,7850.190476,10925,91.86,11150,95.98,24591.2889
XOM.Nq.BdC-49(h),32,1.383333333,460200,6652.214286,10420,96.3,13148,100.2,24588.23818
SHE.Nq.SB-1034(h),54,1.9,531100,8210.880952,10471,95.8,11062,96,24580.29405
YPF LCav-840,39,1.716666667,514200,8726.904762,9920,101.1,10887,103,24575.15315
YPF LCav-840,28,1.616666667,530800,8526.5,10129,99,10785,101,24571.69811
SHE.Nq.SB-1035(h),46,3.566666667,538000,8681.404762,11111,90.25,11268,91.09,24571.61848
XOM.Nq.BdC-48(h),20,1.466666667,832600,14165.04762,10357,96.8,10886,101,24566.469
XOM.Nq.BdC-50(h),17,1.666666667,832500,7798.095238,10443,96,13024,100,24565.74369
XOM.Nq.BdC-50(h),7,1.933333333,786500,17636.07143,10897,92,13430,102,24565.64568
SHE.Nq.SB-1041(h),31,1.733333333,5329,8153.642857,10895,92,11090,96,24561.13698
XOM.Nq.BdC-50(h),42,1.466666667,133800,6206.428571,10248,97.8,11158,103,24559.03945
YPF.Nq.EOr-116(h),23,1.55,539000,8624.095238,9826,102,10770,107,24558.98064
SHE.Nq.SB-1043(h),42,1.566666667,535800,7687,10460,95.81,10800,96,24557.03504
SHE.Nq.SB-1044(h),33,1.7,5315,8207.190476,10776,93,11110,95,24556.92232
"YPF RDMN-217(H),RINCON DEL MANG",28,1.933333333,488300,9560.833333,11012,91,11266,93,24555.06003
SHE.Nq.SB-1034(h),37,1.616666667,531600,7600.02381,10934,91.63,11212,94,24549.92453
SHE.Nq.SB-1044(h),39,1.616666667,546300,8442.404762,10434,96,11039,96,24544.57241
"YPF LLL-1607H,LOMA CAMPANA",52,1.816666667,547500,9581.52381,10655,94,11066,103,24542.26905
SHE.Nq.SB-1044(h),37,1.65,5377,8165.452381,10885,92,11610,93,24538.59348
XOM.Nq.BdC-48(h),16,1.55,1205900,13703.35714,10532,95,10837,98,24517.03014
SHE.Nq.SB-1035(h),51,18.85,426700,6003.595238,10465,95.6,10959,96,24514.92281
SHE.Nq.SB-1044(h),31,1.583333333,539200,7611.833333,10910,91.67,11160,96,24506.73119
YPF LCav-99,48,1.516666667,533200,8434.404762,9635,103.8,10288,105,24506.56702
YPF RDMN-83,25,2.216666667,536600,11318.47619,10417,96,10951,98,24504.58221
SHE.Nq.SB-1034(h),60,2,530100,8490,10526,95,11295,96,24503.06297
SHE.Nq.SB-1043(h),22,1.616666667,540700,7611.238095,10416,96,11200,96,24502.22985
YPF LCav-101,48,1.266666667,415500,7224.452381,9428,106,9900,110,24488.31169
XOM.Nq.BdC-47(h),25,1.433333333,416300,6925.809524,10214,97.8,11221,105.5,24477.55942
XOM.Nq.BdC-49(h),20,1.5,416400,6913.214286,10515,95,11281,100,24477.45651
XOM.Nq.BdC-46(h),35,1.45,417400,7179.02381,9887,101,11280,102,24469.17422
"YPF LLL-1607H,LOMA CAMPANA",25,1.8,522000,8973.880952,10850,92,11148,101,24459.69125
SHE.Nq.SB-1036(h),46,1.616666667,530400,7619.261905,10891,91.63,11205,96,24453.37736
"YPF LLL-1607H,LOMA CAMPANA",51,1.9,535200,9574.785714,10592,94.2,11018,105,24449.06641
XOM.Nq.BdC-49(h),29,1.333333333,416200,6873.357143,10077,99,10829,103,24445.55256
SHE.Nq.SB-1034(h),49,1.6,535700,7518.095238,10936,91.22,11079,95.43,24444.54594
XOM.Nq.BdC-46(h),32,1.466666667,416400,7052.5,9780,102,11144,105,24444.00882
XOM.Nq.BdC-48(h),2,2.183333333,399600,8213.690476,10391,96,11164,98,24443.42073
SHE.Nq.SB-1043(h),33,1.633333333,5309,8000.833333,10612,94,11021,95,24443.2247
XOM.Nq.BdC-49(h),11,1.95,531607,18019.52381,10957,91,11360,96,24432.41852
YPF LCav-98,33,1.6,531700,8613.880952,9970,100,10821,102,24430.28669
XOM.Nq.BdC-47(h),17,1.666666667,832700,14525.47619,10606,94,11556,98.2,24429.40456
XOM.Nq.BdC-50(h),37,1.516666667,416200,7502,10173,98,11020,102,24429.15952
SHE.Nq.SB-1044(h),42,1.65,537800,8010,10605,94,11150,96,24427.1012
YPF Lach-203,27,1.65,528700,8767,9966,100,10523,103,24420.48518
YPF RDMN-83,31,2.216666667,534600,12001.57143,9994,99.7,10725,108.6,24415.62852
YPF.Nq.EOr-117(h),19,1.7,5404,9006.97619,10488,95,10940,100,24414.60426
YPF LCav-98,50,1.566666667,532700,8988.380952,9580,104,9988,105,24413.62411
SHE.Nq.SB-1042(h),25,1.583333333,556800,7596.904762,11002,90.54,11225,93.19,24408.74982
SHE.Nq.SB-1035(h),48,1.583333333,533300,7559.714286,10985,90.61,11231,96,24389.87626
SHE.Nq.SB-1033(h),47,1.833333333,536300,7874.714286,10411,95.6,11055,96,24388.42441
SHE.Nq.SB-1043(h),20,1.633333333,540700,7506.97619,11157,89.2,11306,90.78,24386.28767
YPF LCav-840,4,1.983333333,526600,10001.2619,10585,94,10772,99,24381.03406
YPF.Nq.BdT.x-14(h),17,2.25,751100,12524.42857,9949,100,11130,106,24378.82872
YPF Lach-203,23,1.783333333,532300,9117.261905,10150,98,10590,99,24373.92796
YPF LCav-98,45,1.666666667,533000,8659.5,9751,102,10626,104,24371.52659
YPF RDMN-83,15,2.516666667,536800,12591.21429,10694,93,11120,100,24370.05636
XOM.Nq.BdC-50(h),22,1.5,416400,7173.404762,10359,96,11485,97,24368.14506
XOM.Nq.BdC-47(h),27,1.416666667,416300,6965.333333,10466,95,11089,103,24363.39133
YPF RDMN-82,40,2.483333333,529700,12676.16667,10510,94.6,10950,100,24362.80323
XOM.Nq.BdC-48(h),33,1.4,416200,6647.190476,10247,97,11098,101,24355.77064
YPF LCav-100,41,1.666666667,533300,8468.333333,9840,101,11228,104,24352.85469
XOM.Nq.BdC-48(h),25,1.516666667,416300,7138.404762,10171,97.7,10878,101.5,24349.58834
XOM.Nq.BdC-48(h),13,1.866666667,843800,19166.95238,10571,94,11622,101,24348.78706
SHE.Nq.SB-1043(h),43,1.916666667,5332,8292.714286,10570,94,12320,96,24346.4837
YPF RDMN-80,36,2.45,534800,12283.30952,10626,93.5,11250,96,24345.28302
SHE.Nq.SB-1016(h),33,1.833333333,562600,8092.047619,10799,92,11699,96,24344.71943
XOM.Nq.BdC-47(h),31,1.366666667,416200,6955.5,10241,97,11200,103,24341.50943
SHE.Nq.SB-1044(h),28,1.716666667,5333,5596.190476,11033,90,11365,91,24331.53639
XOM.Nq.BdC-47(h),9,2.083333333,948100,23064.07143,10619,93.5,11221,95,24329.24528
XOM.Nq.BdC-49(h),22,1.366666667,416300,6957.619048,10274,96.6,10868,99.9,24319.24528
XOM.Nq.BdC-50(h),10,2.216666667,834700,19296.57143,10445,95,11693,97,24314.50625
XOM.Nq.BdC-45(h),18,1.65,832500,15396.61905,10588,93.7,11347,98.9,24310.11027
YPF Lach-204,33,1.6,617600,8748.952381,9751,101.7,10417,105.4,24299.84563
SHE.Nq.SB-1041(h),23,1.65,538500,7758.928571,11049,89.71,11298,94.46,24288.30654
YPF Lach-205,32,1.6,519100,8613.928571,9909,100,10132,101,24280.81353
XOM.Nq.BdC-47(h),37,1.45,416200,7085.357143,10142,97.7,11297,105,24280.16173
YPF LCav-99,11,1.633333333,526900,8222,10321,96,10700,98,24278.75521
XOM.Nq.BdC-45(h),26,1.433333333,416300,7076,10535,94,11288,103,24265.86621
"TECPETROL FP-1287,FORTIN DE PIEDR",46,2.15,514100,10525.07143,11125,89,11437,90,24261.82308
YPF LCav-840,36,1.533333333,532200,8209.452381,10102,98,10750,102,24258.66209
SHE.Nq.SB-1041(h),32,1.633333333,537000,7488.928571,10926,90.6,11360,92.45,24256.20191
SHE.Nq.SB-1042(h),43,1.516666667,532600,8208.428571,10307,96,10886,96,24245.8221
SHE.Nq.SB-1041(h),27,1.666666667,537400,7852.785714,10980,90.06,11325,96,24230.79637
SHE.Nq.SB-1043(h),26,1.666666667,529700,7839.690476,10956,90.24,11322,96,24226.15633
XOM.Nq.BdC-50(h),2,1.916666667,832600,16291.95238,10515,94,11275,96,24219.79907
SHE.Nq.SB-1035(h),49,1.566666667,536000,7356.309524,10905,90.63,11175,95.4,24217.5974
SHE.Nq.SB-1042(h),24,1.75,542100,8113.190476,11031,89.58,11677,92,24213.59912
YPF.Nq.BdT.x-11(h),16,1.633333333,531400,8709.809524,10187,97,11180,105,24213.15854
SHE.Nq.SB-1044(h),44,1.883333333,535600,8570.928571,10325,95.7,10942,96,24212.26415
YPF LCav-99,53,1.466666667,526200,8138.904762,9500,104,10020,105,24209.75251
SHE.Nq.SB-1042(h),23,1.65,530100,7787.714286,11018,89.64,11282,93,24201.26244
SHE.Nq.SB-1034(h),56,1.766666667,536700,8199.952381,10391,95.02,11217,96,24193.89414
YPF LCav-99,29,1.55,539100,8566.666667,9973,99,11023,102,24193.26146
SHE.Nq.SB-1044(h),32,1.766666667,5300,9199.809524,10849,91,11750,94,24191.5952
SHE.Nq.SB-1034(h),51,1.583333333,537900,7247.52381,10883,90.7,11091,95.8,24187.4075
SHE.Nq.SB-1034(h),50,1.533333333,539100,7150.380952,10902,90.54,11233,95.5,24186.89243
YPF.Nq.EOr-116(h),10,1.833333333,520000,8981.357143,10966,90,11125,98,24183.77849
XOM.Nq.BdC-48(h),3,2.316666667,832800,17543.28571,10277,96,11510,100,24175.25116
YPF Lach-203,29,1.716666667,526400,8601.428571,10487,94,10685,94,24155.30507
SHE.Nq.SB-1044(h),34,1.533333333,526000,7287.02381,10926,90.22,11449,92.5,24154.46508
YPF LCav-101,25,1.683333333,531000,8650.190476,9662,102,10425,105,24149.08111
YPF.Nq.EOr-116(h),12,1.75,540900,8708.666667,10828,91,11100,95,24144.76844
"TECPETROL FP-1287,FORTIN DE PIEDR",50,2.016666667,503000,10008.30952,10947,90,11383,90,24141.87699
SHE.Nq.SB-1043(h),35,5.016666667,5334,9802.547619,10369,95,10878,96,24137.58883
SHE.Nq.SB-1043(h),38,1.583333333,399648,7736.666667,10365,95,11045,96,24128.27738
YPF RDMN-83,13,2.433333333,413308,12397.2619,10818,91,11141,95,24122.46998
SHE.Nq.SB-1043(h),24,1.633333333,533500,7613.214286,10951,89.89,11320,92,24121.18084
YPF Lach-205,47,1.5,141428,8563.071429,9155,107.5,10110,107.8,24115.71919
SHE.Nq.SB-1036(h),60,1.783333333,530400,6149,10340,95.18,11229,95.7,24115.68733
YPF RDMN-80,37,2.466666667,531900,12609.28571,10609,92.7,10967,93,24098.3656
YPF LCav-840,37,1.55,538900,8428.97619,9984,98.5,10691,102,24097.62313
YPF Lach-203,19,1.8,535000,8994.238095,10242,96,10749,96,24092.9184
XOM.Nq.BdC-48(h),47,1.566666667,416400,7250.333333,9930,99,11398,104,24088.94879
YPF Lach-204,21,1.633333333,611600,8747.857143,9730,101,10610,103,24080.6175
YPF RDMN-83,29,2.35,536500,12811.57143,9946,98.8,10850,102,24079.01985
YPF RDMN-80,40,2.366666667,521000,12658.42857,10160,96.7,10650,100,24074.29552
SHE.Nq.SB-1044(h),24,1.633333333,531900,7560.928571,11017,89.17,11838,91.33,24072.18549
YPF LCav-98,52,1.483333333,522500,8529.571429,9610,102.2,10200,104,24066.20926
"TECPETROL FP-1281,FORTIN DE PIEDR",29,2.016666667,506000,11836.61905,10911,90,11310,90,24062.48469
SHE.Nq.SB-1035(h),60,1.75,532800,8243.452381,10348,94.89,11078,95.61,24060.81157
YPF Lach-203,43,1.533333333,521000,8458.452381,9551,102.8,10565,105.3,24058.87773
YPF Lach-205,40,1.55,510300,8466.142857,9765,100.5,9937,100.6,24047.59863
YPF LCav-71,13,1.833333333,544400,8878.690476,10736,91.4,11075,95.3,24044.85175
XOM.Nq.BdC-48(h),49,1.3,416400,6689.404762,9805,100,10989,101,24025.97403
YPF RDMN-83,36,2.3,530900,12441.38095,10135,96.7,11250,99,24015.05758
YPF LCav-101,38,1.5,531600,8266.595238,9800,100,10200,102,24013.72213
YPF Lach-205,33,1.616666667,514000,8295.738095,9896,99,10204,103,24006.469
YPF RDMN-83,21,2.433333333,536200,12664.2381,10377,94.4,11051,101,24003.64617
"TECPETROL FP-1281,FORTIN DE PIEDR",32,1.983333333,5048,9292.714286,10881,90,11339,90,23996.32443
SHE.Nq.SB-1041(h),28,1.7,535200,7752.095238,10958,89.35,11350,91.17,23991.60255
"TECPETROL FP-1285,FORTIN DE PIEDR",45,2.166666667,506900,10041,10969,89.25,11429,90,23988.80789
XOM.Nq.BdC-47(h),10,1.866666667,832600,17103.45238,10525,93,11495,95,23984.93016
XOM.Nq.BdC-48(h),30,1.433333333,416200,6406.095238,10578,92.5,13157,99,23976.1088
"TECPETROL FP-1285,FORTIN DE PIEDR",40,2.166666667,507800,10365.61905,11027,88.7,11417,90,23967.03994
SHE.Nq.SB-1041(h),24,1.733333333,547000,8135.309524,10958,89.23,11711,90,23959.38103
YPF RDMN-82,39,2.433333333,523700,12492.38095,10650,91.8,10955,96,23956.62828
YPF RDMN-80,32,2.6,532400,13318.7381,10656,91.7,10961,95,23944.01372
SHE.Nq.SB-1043(h),32,1.633333333,527100,7700.595238,10979,89,11300,96,23943.42073
SHE.Nq.SB-1035(h),50,1.633333333,539300,6046,10793,90.5,10902,94,23934.4891
XOM.Nq.BdC-47(h),34,1.333333333,416200,6490,10280,95,11041,103,23930.40921
YPF RDMN-80,21,2.55,516900,12854.45238,10614,92,10895,94,23927.66479
YPF Lach-205,22,1.866666667,533300,8942.357143,10275,95,10871,100,23918.76991
SHE.Nq.SB-1044(h),22,1.7,551100,7728.833333,11070,88.15,11190,90.77,23911.3085
SHE.Nq.SB-1036(h),58,1.583333333,531500,7940.738095,10441,93.46,11328,95.79,23911.19481
YPF LCav-99,2,1.983333333,535800,9542.357143,10770,90.6,11150,98,23909.87503
SHE.Nq.SB-1042(h),21,1.716666667,544700,7732.833333,10929,89.25,11437,94,23901.32933
YPF LCav-841,24,1.833333333,536700,8799.380952,10488,93,11010,97,23900.61259
YPF LCav-100,31,1.5,534100,8558.595238,9753,100,11150,102,23898.55428
YPF RDMN-80,34,2.533333333,535900,12977.88095,10566,92.3,11165,102,23897.12815
YPF LCav-98,13,2.483333333,534700,8294.309524,10370,94,11010,101,23885.8123
YPF LCav-100,49,1.583333333,534300,8786.285714,9453,103.1,9961,105,23881.50698
YPF LCav-70,34,1.683333333,529900,8539.095238,10590,92,10850,94,23873.5604
"TECPETROL FP-1287,FORTIN DE PIEDR",51,2.266666667,514800,11219.30952,10968,88.81,11215,90,23868.36756
YPF LCav-98,36,1.6,532300,8551.904762,9549,102,10340,102,23866.65033
SHE.Nq.SB-1034(h),63,1.733333333,530100,7916,10145,96,10800,96,23864.73903
YPF Lach-202,16,1.766666667,631300,8989.571429,9957,97.8,10498,98.4,23861.66626
SHE.Nq.SB-1041(h),43,1.516666667,533900,7338.030952,10280,94.7,10922,95,23854.8395
YPF.Nq.EOr-118(h),20,1.7,5287,5602.47619,10355,94,11038,103,23851.26195
YPF LCav-100,50,1.516666667,529800,8283.833333,9450,103,9700,108,23850.77187
SHE.Nq.SB-1016(h),35,1.766666667,565400,8262.857143,10242,95,10819,96,23841.9505
SHE.Nq.SB-1033(h),50,1.933333333,533600,8053.309524,10208,95.3,11382,96,23837.84367
SHE.Nq.SB-1043(h),30,1.6,533900,7852.309524,10346,94,10978,96,23830.53173
YPF.Nq.EOr-117(h),8,1.766666667,537100,8900.071429,10663,91.2,11100,97,23829.10071
SHE.Nq.SB-1042(h),22,2.3,540700,8766.761905,10673,91.11,11427,96,23827.91056
YPF LCav-840,42,1.55,517800,8459.857143,9820,99,10391,103,23822.10243
SHE.Nq.SB-1034(h),61,1.666666667,538900,8751.071429,10318,94.21,10412,95.06,23819.13208
XOM.Nq.BdC-46(h),34,1.383333333,145500,6971.404762,9624,101,10416,105,23818.27983
XOM.Nq.BdC-49(h),40,1.483333333,416400,7074.714286,10125,96,11125,105,23817.69174
YPF.Nq.EOr-118(h),9,1.666666667,531100,8679.928571,10667,91.1,11725,105,23811.90149
XOM.Nq.BdC-49(h),27,1.466666667,416200,6885.5,10447,93,10835,98,23807.17961
SHE.Nq.SB-1042(h),27,1.683333333,538300,7872.809524,10872,89.33,11440,91.6,23797.98481
YPF.Nq.BdT.x-12(h),16,1.666666667,529100,8560.833333,10106,96,10750,105,23772.99681
YPF.Nq.LCav-69(h),22,1.8,518400,8491.833333,10427,93,11400,99,23761.60255
SHE.Nq.SB-1036(h),36,1.766666667,534100,8033.595238,11014,88.03,11229,91.19,23757.96177
YPF.Nq.LCav-69(h),19,1.816666667,530900,9118.333333,10312,94,10700,95,23752.21759
XOM.Nq.BdC-47(h),24,1.483333333,416400,6969.666667,10201,95,10897,99,23746.50821
YPF RDMN-83,34,2.516666667,526500,12957.7381,10394,93.2,10781,97,23737.33889
"YPF LLL-1607H,LOMA CAMPANA",30,1.866666667,503300,8521,10727,90.3,11066,95,23735.55746
YPF Lach-205,44,1.633333333,521000,8778.809524,9599,100.9,9777,100.9,23732.88655
YPF Lach-204,14,1.75,627200,8950.809524,10088,96,10792,101,23730.65425
SHE.Nq.SB-1036(h),59,1.55,544600,8356.190476,10229,94.65,10933,95.65,23723.96104
YPF Lach-202,20,1.8,616900,8937.190476,9879,98,10586,98,23723.15609
SHE.Nq.SB-1041(h),22,1.633333333,511000,7569.761905,10939,88.48,11325,93.53,23716.80274
YPF RDMN-83,17,1.4,251100,6839.333333,10186,95,10769,104,23711.5903
SHE.Nq.SB-1033(h),34,1.716666667,533000,7877.02381,10823,89.39,11415,96,23706.63979
SHE.Nq.SB-1035(h),54,1.616666667,541000,8285.904762,10269,94.2,11745,95.85,23703.49914
"TECPETROL FP-1287,FORTIN DE PIEDR",21,2.033333333,516500,9589.738095,11218,86.23,11651,87,23703.21343
SHE.Nq.SB-1034(h),34,1.7,536200,7574.285714,11162,86.66,11634,92.76,23702.49743
XOM.Nq.BdC-49(h),19,1.566666667,416300,6894.952381,10139,95.4,10628,98.6,23701.55844
YPF LCav-100,55,1.283333333,416100,6095.333333,9300,104,9512,105,23700.07351
"TECPETROL FP-1283,FORTIN DE PIEDR",23,2.45,515800,10849.16667,10875,88.88,11282,90,23684.63612
"TECPETROL FP-1285,FORTIN DE PIEDR",48,2.116666667,517000,10251.45238,10866,88.9,11459,90,23670.36021
XOM.Nq.BdC-46(h),19,1.433333333,303000,6810.166667,10850,89,11140,101,23662.09262
YPF LCav-71,29,1.433333333,415300,7087.904762,10495,92,10935,93,23659.39721
XOM.Nq.BdC-47(h),50,1.616666667,416400,6798.47619,10728,90,11255,95,23658.90713
YPF.Nq.EOr-117(h),24,23.68333333,446700,12387.57143,10426,92.6,11001,96,23657.13306
XOM.Nq.BdC-45(h),28,1.533333333,416300,7072.095238,10609,91,11306,101,23656.43225
XOM.Nq.BdC-50(h),20,1.466666667,832600,14403.38095,10162,95,11171,99,23655.72164
SHE.Nq.SB-1043(h),21,1.7,541000,7707.547619,11014,87.65,11858,91,23655.40554
XOM.Nq.BdC-50(h),33,1.183333333,266900,5287.809524,10377,93,11279,98,23647.65989
"TECPETROL FP-1286,FORTIN DE PIEDR",50,1.916666667,493100,9082.285714,11164,86.43,11475,90,23643.82553
"TECPETROL FP-1286,FORTIN DE PIEDR",44,2.116666667,507600,9770.071429,11045,87.35,11497,90,23640.7927
YPF LCav-71,19,1.55,535200,8150.404762,10044,96,10892,100,23627.15021
"TECPETROL FP-1285,FORTIN DE PIEDR",42,2.316666667,501000,10824,10988,87.75,11375,90,23626.48861
"TECPETROL FP-1281,FORTIN DE PIEDR",18,2.8,515800,10206.47619,11064,87.11,11324,89,23616.39402
"YPF LLL-1607H,LOMA CAMPANA",8,1.816666667,525500,8736.47619,10826,89,11150,93,23609.75251
SHE.Nq.SB-1034(h),43,1.616666667,536300,7604.047619,10510,91.66,11445,96,23605.65058
